card_id,rare,recording,title,name,sortie_cost,cc_cost,symbol1,symbol2,gender,weapon,type1,type2,type3,type4,n_skill_name1,n_skill_name2,n_skill_name3,n_skill_name4,n_skill_text1,n_skill_text2,n_skill_text3,n_skill_text4,s_skill_name1,s_skill_name2,s_skill_text1,s_skill_text2,c_power,s_power,range,class,job,flavor,illustrator
B14-042,R,B14,邪竜を崇める邪術師,ファウダー,5,4,聖痕,,男,魔法,,,,,魔書 ギムレー,竜の祭壇,,,【】相手は自分の手札を２枚選び、退避エリアに置いてもよい。そうしなかったなら、相手の主人公を撃破する。,【出撃コストが１以下の味方を２体撃破する】主人公以外の敵を１体選び、撃破する。,,,,,,,70,0,1-2,上級職,ソーサラー,間もなくすべてが終わる。お前たちの未来は絶望という名に黒く塗り込められるのだ。,種田和宏
B14-043,SR,B14,破滅と絶望の竜,ギムレー,5,,聖痕,,男,竜石,竜,,,,神の器,邪竜のブレス,破滅の罰,,味方に『ギムレー』がいない場合、味方の『ルフレ（男）』をこのカードにレベルアップさせることができる。,相手の退避エリアから相手の主人公と同じユニット名のすべてのカードを無限エリアに置かせる。,【主人公以外の他の味方を１体無限エリアに置く】主人公以外の敵を１体選び、無限エリアに置かせる。,,,,,,70,0,1-2,固定職,邪竜,おしまいだよ、もう一人の僕。結果は同じこと。未来は破滅と絶望しかない。,大熊ゆうご
B14-044,R,B14,新たなる覚醒,蒼井 樹,4,3,聖痕,,男,剣,幻影,,,,縁の下の力持ち,勝利のチャクラ,,,【】自分の退避エリアからを持つカードを１枚選ぶ。そのカードを出撃させるか、そのカードと同じユニット名の味方の上に重ねてレベルアップさせる。,<幻影>の味方の攻撃で敵を撃破するたび、カードを１枚引く。自分の手札を１枚選び、退避エリアに置く。,,,,,,,70,20,1,上級職,ミラージュマスター,よし、みんな。俺たちの力を見せてやろう！,daigoman
B14-045,N,B14,可能性を秘めた若者,蒼井 樹,1,,聖痕,,男,剣,幻影,,,,異世界の友人,,,,味方に『クロム』がいる場合、このユニットの戦闘力は＋１０される。,,,,英雄の紋章,,戦闘終了まで、<幻影>の攻撃ユニットが攻撃で破壊するオーブは２つになる。,,40,20,1,下級職,男子高生,協力してくれるだろ、クロム？ああ、もちろんだ。,daigoman
B14-046,HN,B14,幻影の聖君主,クロム,4,3,聖痕,,男,剣,幻影,,,,カルネージフォーム,聖光・震天大雷,,,このユニットと同じエリアに『蒼井樹』がいる場合、このユニットは敵の攻撃で撃破されない。,"【,】主人公以外の後衛の敵を１体選び、移動させる。このユニットがクラスチェンジしている場合、ターン終了まで、その敵は神速回避できない。",,,,,,,0,20,1,上級職,マスターロード,お前の野望は阻止する！　俺とイツキたちとで！,タダ
B14-047,HN,B14,幻影の覇王,クロム,4,3,聖痕,,男,剣,幻影,,,,カルネージフォーム,虚空斬波・覇炎,,,このユニットと同じエリアに『蒼井樹』がいる場合、このユニットは敵の攻撃で撃破されない。,【】ターン終了まで、味方の『蒼井樹』の戦闘力は＋２０される。このユニットがクラスチェンジしている場合、代わりに＋５０される。,,,,,,,0,20,1,上級職,オーバーロード,奪った俺たちの記憶…返してもらうぞ！,タダ
B14-048,HN,B14,フォルトナの敏腕社長,志摩崎 舞子,3,2,,,女,,幻影,,,,ねえ、アイドルやってみない？,スターダムを駆け上がるわよ！,秘密組織のリーダー,,【】他の味方を１体選ぶ。ターン終了まで、その味方に<幻影>が追加される。,自分のターン中、すべての<幻影>の味方の戦闘力は＋１０される。,このユニットが後衛の場合、敵はこのユニットを攻撃できない。,,,,,,0,20,,上級職,社長,あなたはアイドルいけると思うのよね。なんたってマイコさんがビビビって来ちゃったんだから！,碧風羽
B14-049,N,B14,高貴なる衣替え,アリス,3,2,聖痕,,女,斧,,,,,この服、飽きちゃったわ！,戦う聖女よ！ 格好良いでしょ？,,,【手札の『アリス』を１枚退避エリアに置く】次の相手のターン終了まで、このユニットの戦闘力は＋２０される。,このユニットの攻撃で敵を撃破した時、このユニットがこのターンに『この服、飽きちゃったわ！』を使用している場合、自分の退避エリアから『アリス』以外のカードを１枚選び、手札に加える。,,,,,,,60,10,1,上級職,バトルシスター,どうどう？　この格好？　人の上に立つ者ならどんな衣装だって着こなせなくっちゃね！,蓮深 ふみ
B14-050,N,B14,石鹸香る鎧将,バルジャン,3,2,聖痕,,男,斧,アーマー,,,,替えのお召し物でございます,重装の心得,,,【】味方に『アリス』がいる場合、自分の退避エリアから『アリス』を１枚選び、手札に加える。,このユニットが<魔法>を持たない敵に攻撃されている場合、このユニットの戦闘力は＋２０される。,,,,,,,50,10,1,上級職,ジェネラル,衣服は立派な身を守る物…　シミ一つなく洗い上げ完璧に手入れするのも、私の務めでございます。,壬生田晃宏
B14-051,SR,B14,闇の去り行く暁,カムイ（男）,4,3,白夜,,男,剣,,,,,折れぬ刀と心,竜血の共鳴,汝、光の同胞よ,,自分のターン中、このユニットの戦闘力は＋１０される。,このユニットは他の味方が持つすべてのを得る。ただし、同じスキル名のスキルは１つしか持てない。,【】自分の手札から出撃コストが３以下の<白夜>のカードを１枚選び、出撃させる。,,,,,,70,20,1,上級職,白の血族,僕は信じているんだ。この道が平和に繋がっていることを！,とよた瑣織
B14-051,SR+,B14,闇の去り行く暁,カムイ（男）,4,3,白夜,,男,剣,,,,,折れぬ刀と心,竜血の共鳴,汝、光の同胞よ,,自分のターン中、このユニットの戦闘力は＋１０される。,このユニットは他の味方が持つすべてのを得る。ただし、同じスキル名のスキルは１つしか持てない。,【】自分の手札から出撃コストが３以下の<白夜>のカードを１枚選び、出撃させる。,,,,,,70,20,1,上級職,白の血族,僕は信じているんだ。この道が平和に繋がっていることを！,とよた瑣織
B14-052,N,B14,嘆きの獣,カムイ（男）,2,,白夜,,男,竜石,竜,,,,獣の衝動,失われた理性,,,自分のターン終了時、味方に『アクア』がいない場合、このユニットを撃破する。,このユニットは神速回避できない。,,,,,,,70,20,1,固定職,竜,～～～～～～～～～～！！！！,あおじ
B14-053,HN,B14,輝く大地の王子,カムイ（男）,1,,白夜,,男,剣,,,,,白き正義,,,,味方に『リョウマ』か『ヒノカ』か『タクミ』か『サクラ』がいる場合、このユニットの戦闘力は＋１０される。,,,,英雄の紋章,,戦闘終了まで、<白夜>の攻撃ユニットが攻撃で破壊するオーブは２つになる。,,40,20,1,下級職,ダークプリンス,暗夜王国のしていることは、間違っている。ガロン王こそが悪なんだ！,とよた瑣織
B14-054,SR,B14,すべての路の果てに,アクア,5,,白夜,暗夜,女,槍,,,,,聖なる槍舞,予言の歌,水筋の誘い,,【】このターンに攻撃した他の味方を１体選び、未行動にする。ターン終了まで、その味方の戦闘力は＋３０される。,主人公以外で<竜石>の敵を１体選び、無限エリアに置かせる。,自分の絆カードが１枚以上裏向きの場合、このカードはクラスチェンジコスト３を得る。,,,,,,70,20,1,固定職,歌姫,あなたが私に、歌ってって言うの…初めてね。少しだけ…嬉しいわ。,海鵜げそ
B14-054,SR+,B14,すべての路の果てに,アクア,5,,白夜,暗夜,女,槍,,,,,聖なる槍舞,予言の歌,水筋の誘い,,【】このターンに攻撃した他の味方を１体選び、未行動にする。ターン終了まで、その味方の戦闘力は＋３０される。,主人公以外で<竜石>の敵を１体選び、無限エリアに置かせる。,自分の絆カードが１枚以上裏向きの場合、このカードはクラスチェンジコスト３を得る。,,,,,,70,20,1,固定職,歌姫,あなたが私に、歌ってって言うの…初めてね。少しだけ…嬉しいわ。,海鵜げそ
B14-055,N,B14,鎮魂の歌姫,アクア,1,,白夜,暗夜,女,槍,,,,,奇跡の歌声,,,,"【,】自分のデッキの上からカードを２枚見て、デッキの１番上に好きな順番で置く。",,,,予言の紋章,,自分のデッキの１番上のカードを見る。そのカードを退避エリアに置いてもよい。,,30,20,1,固定職,歌姫,殺してもいい。だから、戻ってきて…,海鵜げそ
B14-056,R,B14,白き竜血を引く王子,リョウマ,4,3,白夜,,男,剣,,,,,雷を御す力,竜血の共鳴,木霊する雷音,,【】ターン終了まで、このユニットに射程１−２が追加される。,このユニットは他の味方が持つすべてのを得る。ただし、同じスキル名のスキルは１つしか持てない。,"【,<白夜>の味方を２体行動済みにする】このユニットを未行動にする。",,,,,,70,10,1,上級職,剣聖,俺たち白夜王族は竜の血を引いている。暗夜の闇竜と対を成す、白夜の光竜の血を！,黒葉.K
B14-056,R+,B14,白き竜血を引く王子,リョウマ,4,3,白夜,,男,剣,,,,,雷を御す力,竜血の共鳴,木霊する雷音,,【】ターン終了まで、このユニットに射程１−２が追加される。,このユニットは他の味方が持つすべてのを得る。ただし、同じスキル名のスキルは１つしか持てない。,"【,<白夜>の味方を２体行動済みにする】このユニットを未行動にする。",,,,,,70,10,1,上級職,剣聖,俺たち白夜王族は竜の血を引いている。暗夜の闇竜と対を成す白夜の光竜の血を！,黒葉.K
B14-057,HN,B14,練磨の雷剣,リョウマ,1,,白夜,,男,剣,,,,,王家に連なる宝刀,,,,【<白夜>の絆カードを２枚裏向きにする】ターン終了まで、このユニットの戦闘力は＋２０され、このユニットに射程１−２が追加される。,,,,攻撃の紋章,,戦闘終了まで、攻撃ユニットの戦闘力は＋２０される。,,40,10,1,下級職,侍,俺は強き王になってみせる…！,黒葉.K
B14-058,R,B14,青雲に舞う紅姫,ヒノカ,3,2,白夜,,女,槍,飛行,獣馬,,,天翔ける闘志,竜血の共鳴,蒼穹の旋風,,このユニットを移動させる。このスキルはこのユニットが前衛でなければ使用できない。,このユニットは他の味方が持つすべてのを得る。ただし、同じスキル名のスキルは１つしか持てない。,【】出撃コストが２以下の敵を好きな数だけ選び、移動させる。,,,,,,50,30,1,上級職,聖天馬武者,共に行こう。お前のことは、私が守ってみせる！,蓮深 ふみ
B14-059,N,B14,天駆ける勇王女,ヒノカ,1,,白夜,,女,槍,飛行,獣馬,,,天空の運び手,,,,【】他の味方を１体選び、移動させる。,,,,天空の紋章,,攻撃ユニット以外の味方を１体選ぶ。その味方を移動させてもよい。,,30,30,1,下級職,天馬武者,民を脅かす怪物よ、このヒノカが相手になろう！,蓮深 ふみ
B14-060,R,B14,光矢風弓の王子,タクミ,3,2,白夜,,男,弓,,,,,風神と繋ぐ光手,竜血の共鳴,飛行特効,,【】ターン終了まで、このユニットの攻撃は主人公以外の敵に神速回避されない。,このユニットは他の味方が持つすべてのを得る。ただし、同じスキル名のスキルは１つしか持てない。,このユニットが<飛行>を攻撃している場合、このユニットの戦闘力は＋３０される。,,,,,,50,20,2,上級職,弓聖,僕たちが負けるわけないだろ。邪魔をするつもりなら…容赦しないからな！,伊藤未生
B14-061,N,B14,巧弓の若君,タクミ,1,,白夜,,男,弓,,,,,王子の弓指南,飛行特効,,,このユニットが出撃コストが１の敵を攻撃している場合、このユニットの戦闘力は＋１０される。,このユニットが<飛行>を攻撃している場合、このユニットの戦闘力は＋３０される。,,,必中の紋章,,戦闘終了まで、主人公以外の防御ユニットは神速回避できない。,,30,20,2,下級職,弓使い,…今は、協力するよ。僕に指示があれば何でも言って欲しい。,伊藤未生
B14-062,R,B14,寿ぐ桜花の巫女,サクラ,3,2,白夜,,女,弓,,,,,平和を願う意思,竜血の共鳴,飛行特効,,【】このユニットの攻撃で主人公以外の敵を撃破した時、コストを支払うなら、カードを１枚引く。,このユニットは他の味方が持つすべてのを得る。ただし、同じスキル名のスキルは１つしか持てない。,このユニットが<飛行>を攻撃している場合、このユニットの戦闘力は＋３０される。,,,,,,50,20,2,上級職,戦巫女,わ、私もいきます。お力になれるなら、どこにだって参ります…！,かわすみ
B14-062,R+,B14,寿ぐ桜花の巫女,サクラ,3,2,白夜,,女,弓,,,,,平和を願う意思,竜血の共鳴,飛行特効,,【】このユニットの攻撃で主人公以外の敵を撃破した時、コストを支払うなら、カードを１枚引く。,このユニットは他の味方が持つすべてのを得る。ただし、同じスキル名のスキルは１つしか持てない。,このユニットが<飛行>を攻撃している場合、このユニットの戦闘力は＋３０される。,,,,,,50,20,2,上級職,戦巫女,わ、私もいきます。お力になれるなら、どこにだって参ります…！,かわすみ
B14-063,N,B14,花名を戴く姫,サクラ,1,,白夜,,女,杖,,,,,春祭,王女の心づかい,,,"【,】自分の退避エリアから『サクラ』以外のカードを１枚選び、手札に加える。",相手のターン中、スキルのコストやスキルの効果によって他の味方が撃破された時、カードを１枚引く。,,,祈りの紋章,,戦闘終了まで、攻撃ユニットは必殺攻撃できない。,,20,20,,下級職,巫女,お怪我を…？　すぐに私が治して差し上げます…,かわすみ
B14-064,HN,B14,今日もお仕事開始です！,フェリシア,3,2,白夜,暗夜,女,暗器,,,,,詰めの甘いご奉仕,援護の暗器,,,【】自分の退避エリアから自分の主人公と同じユニット名のカードを１枚選び、手札に加える。相手はあなたの手札を表を見ずに１枚選ぶ。あなたはそのカードを退避エリアに置く。,自分の主人公が攻撃された時、戦闘終了まで、自分の主人公の戦闘力は＋１０される。,,,,,,,50,20,1-2,上級職,メイド,皆さんにご奉仕できる、素敵な一日の始まりですよ～！,茶ちえ
B14-065,N,B14,堕ちゆく騎影,ギュンター,3,2,暗夜,,男,槍,獣馬,アーマー,,,無限の闇,,,,撃破されたこのユニットを退避エリアに置く場合、代わりに無限エリアに置く。,,,,,,,,70,20,1,上級職,グレートナイト,ここで…散るわけには…あなたを最後まで…お守りせねば…,種田和宏
B14-066,HN,B14,信仰を説く破戒僧,アサマ,4,3,白夜,,男,魔法,,,,,霊山での修行,因果応報,,,【】カードを１枚引く。ターン終了まで、このユニットの戦闘力は＋１０される。,このユニットが敵に攻撃されて撃破されなかった時、主人公以外で出撃コストが２以下の敵を１体選び、撃破してもよい。,,,,,,,60,20,1-2,上級職,陰陽師,人のことを鬼か悪魔みたいに言わないでくださいよ。私は神仏に仕える、一介の僧なのですから。,添田一平
B14-067,N,B14,悪名高き修験者,アサマ,1,,白夜,,男,杖,,,,,春祭,憐れみの手助け,,,"【,】自分の退避エリアから『アサマ』以外のカードを１枚選び、手札に加える。",敵のスキルか相手の支援スキルによって自分の手札が退避エリアに置かれた時、カードを１枚引く。,,,祈りの紋章,,戦闘終了まで、攻撃ユニットは必殺攻撃できない。,,20,20,,下級職,修験者,ヒノカ様が行き倒れていたとき…あれは無様な姿でした。憐れんで思わず手当てしてしまったぐらいに。,添田一平
B14-068,HN,B14,忠勇無双の槍乙女,オボロ,4,3,白夜,,女,槍,,,,,大入れ替え,忠義の烈槍,,,【】前衛の味方を１体選び、移動させる。そうしたなら、後衛の味方を１体選び、移動させる。,味方に『タクミ』がいる場合、このユニットに射程１−２が追加される。,,,,,,,70,10,1,上級職,槍聖,私の方がタクミ様には、ずーっと尽くしてるんだからね！,米子
B14-069,N,B14,お揃いの総髪,オボロ,1,,白夜,,女,槍,,,,,白夜の薙刀術,,,,このユニットを移動させる。このスキルはこのユニットが未行動でなければ使用できない。,,,,攻撃の紋章,,戦闘終了まで、攻撃ユニットの戦闘力は＋２０される。,,40,10,1,下級職,槍術士,この髪型はタクミ様とお揃いにしたくて始めたの。,四季童子
B14-070,HN,B14,天衣無縫の若武者,ヒナタ,4,3,白夜,,男,剣,,,,,剣士の花道,忠義の剛剣,,,【】このユニットが後衛から前衛に移動した時、コストを支払うなら、このユニットを未行動にする。,自分のターン中、味方に『タクミ』がいる場合、このユニットの戦闘力は＋１０される。,,,,,,,70,10,1,上級職,兵法者,俺のタクミ様への忠誠心をなめんなよ！,米子
B14-071,N,B14,頼もう！道場破りだ！,ヒナタ,1,,白夜,,男,剣,,,,,お前が道場主か？,,,,主人公以外の敵が１体もいない場合、このユニットの戦闘力は＋１０される。,,,,攻撃の紋章,,戦闘終了まで、攻撃ユニットの戦闘力は＋２０される。,,40,10,1,下級職,侍,快勝、快勝！　今日の道場破りもすべて圧勝だな！,四季童子
B14-072,SR,B14,黎闇の魔道王,レオン,5,4,暗夜,,男,剣,獣馬,,,,ダーク・サイレンス,暗黒剣を継ぐ者,,,【】主人公以外で<魔法>のすべての敵を撃破する。このスキルで敵を１体以上撃破した場合、次の相手のターン終了まで、相手は<魔法>のカードを出撃させることができない。,敵が撃破された時、ターン終了まで、このユニットの戦闘力は＋３０される。,,,,,,,70,20,1,上級職,暗夜王,僕も白夜王国に負けないぐらいのいい国を作ってみせるさ。,鈴木理華
B14-073,HN,B14,竜と化した暗夜王,ガロン,5,,暗夜,,男,竜石,竜,,,,暗黒の暴竜,暗夜竜の翼,,,【他の味方を１体撃破する】相手の手札が５枚以上の場合、相手の手札を表を見ずに１枚選ぶ。相手はそのカードを退避エリアに置く。,自分のターン中、自分の<暗夜>の絆カード１枚につき、このユニットの戦闘力は＋１０される。,,,,,,,70,0,1-2,固定職,暗夜竜,何度やっても結果は同じ…ここで死ぬのが…運命なのだ…！,チェロキー
B14-074,N,B14,涙の妹姫,エリーゼ,2,,暗夜,,女,杖,獣馬,,,,お願い…闘いをやめて…,温もりは還らず,,,【】自分の主人公が攻撃された時、コストを支払うなら、このユニットは自分の主人公の代わりに攻撃される。,撃破されたこのユニットを退避エリアに置く場合、代わりに無限エリアに置く。,,,,,,,40,20,,下級職,ロッドナイト,やめて…おにいちゃん！なぜ、殺し合わなくちゃならないの！？,碧風羽
B14-075,HN,B14,晴れて聖天馬！,エマ,4,3,白夜,暗夜,女,槍,飛行,獣馬,,,白夜で祓串訓練,暗夜で薙刀修行,,,"【,<白夜>の絆カードを２枚裏向きにする】自分の退避エリアから『エマ』以外のカードを１枚選び、手札に加える。",【<暗夜>の絆カードを２枚裏向きにする】ターン終了まで、このユニットの戦闘力は＋１０され、このユニットに射程１−２が追加される。,,,,,,,60,30,1,上級職,聖天馬武者,聖天馬武者は薙刀だけじゃなくて、祓串も使えるんですよ！,恒星ホリグチ
B14-076,R,B14,父の魂を継ぐ者,アイク,4,3,メダリオン,,男,斧,,,,,亡父のウルヴァン,将軍アイクの指揮,,,このユニットが相手の主人公を攻撃している場合、このユニットの戦闘力は＋３０される。,【】このユニットの攻撃で敵を撃破した時、コストを支払うなら、すべての後衛の敵を移動させる。,,,,,,,70,20,1,上級職,ロード,俺はこの傭兵団の…親父達が守ってきたグレイル傭兵団の一員になれたことを誇りに思ってる。,北千里
B14-076,R+,B14,父の魂を継ぐ者,アイク,4,3,メダリオン,,男,斧,,,,,亡父のウルヴァン,将軍アイクの指揮,,,このユニットが相手の主人公を攻撃している場合、このユニットの戦闘力は＋３０される。,【】このユニットの攻撃で敵を撃破した時、コストを支払うなら、すべての後衛の敵を移動させる。,,,,,,,70,20,1,上級職,ロード,俺はこの傭兵団の…親父達が守ってきたグレイル傭兵団の一員になれたことを誇りに思ってる。,北千里
B14-077,N,B14,傭兵団長の息子,アイク,1,,メダリオン,,男,剣,,,,,身体で覚えた剣技,,,,【】ターン終了まで、このユニットの戦闘力は＋３０される。（はこのユニットの重ねられたカードの合計が２枚以上の場合に有効になる）,,,,連携の紋章　,,戦闘終了まで、<メダリオン>の攻撃ユニットの戦闘力は＋１０される。,,40,20,1,下級職,レンジャー,せめて一撃…親父に、くらわすまではやめるわけにはいかない！,北千里
B14-078,SR,B14,塗り替えられぬ伝説,ガウェイン,5,3,メダリオン,,男,剣,獣馬,,,,伝説の神騎将,比類無き剣技,傭兵団長となる者,,【】次の相手のターン終了まで、すべての<メダリオン>の味方の戦闘力は＋１０される。,このユニットが相手の主人公を攻撃した時、相手のオーブを１つ選び、破壊する。その後、相手のオーブが１つもない場合、主人公以外のすべての敵を撃破する。（はこのユニットの重ねられたカードの合計が５枚以上の場合に有効になる）,このカードのユニット名は『グレイル』としてもあつかう。,,,,,,70,10,1,最上級職,神騎将,全員、配置につけ！　一気に片づけるぞ！！,北千里
B14-079,HN,B14,家族を守る決意,ミスト,4,3,メダリオン,,女,剣,獣馬,,,,守護のソニックソード,戦乙女の杖,,,味方が他に２体以上いる場合、このユニットに<魔法>と射程１−２が追加される。,【】他の<メダリオン>の味方を１体選ぶ。自分の退避エリアからその味方と同じユニット名のカードを１枚選び、手札に加える。ターン終了まで、その味方の戦闘力は＋１０される。,,,,,,,60,20,1,上級職,ワルキューレ,わたしも…いっしょに戦う！…ぜったい……お兄ちゃんまで殺させたりしない…！！,紺藤ココン
B14-080,N,B14,追憶の歌声,ミスト,2,,メダリオン,,女,杖,,,,,花のような笑顔,目覚めの歌,,,【】出撃コストが２以下の他の味方を１体選ぶ。ターン終了まで、その味方の戦闘力は＋１０される。,味方が持つすべてのは有効になる。,,,,,,,40,20,,下級職,クレリック,あっ、お兄ちゃん、気がついた？,紺藤ココン
B14-081,SR,B14,真金の教導者,ティアマト,5,3,メダリオン,,女,斧,獣馬,,,,黄金の教練,紅の号令,,,【】次の相手のターン終了まで、味方が持つすべてのは有効になる。,味方を好きな数だけ選び、移動させる。（はこのユニットの重ねられたカードの合計が３枚以上の場合に有効になる）,,,,,,,70,10,1,最上級職,黄金騎将,どれだけ技を身につけたのか…どれだけ肉体を鍛えたのか…それが戦場で生き残る全て……！,ニジハヤシ
B14-082,HN,B14,剣斧交わりし日,ティアマト,1,,メダリオン,,女,斧,獣馬,,,,言葉にしない想い,,,,このユニットが『グレイル』に支援されている場合、このユニットの戦闘力は＋３０される。,,,,攻撃の紋章,,戦闘終了まで、攻撃ユニットの戦闘力は＋２０される。,,40,10,1,下級職,アクスナイト,王宮での合同闘技で、あの人の強さを目の当たりにしたの。一騎当千とはこのことを言うのかと……身体が震えたわ。,ニジハヤシ
B14-083,HN,B14,柔の騎将,オスカー,5,3,メダリオン,,男,槍,獣馬,,,,愛する兄弟たち,三弓のトライアングルアタック,,,【手札を１枚退避エリアに置く】自分の退避エリアから『ボーレ』か『ヨファ』を１枚選び、手札に加える。,自分のターン中、味方に『ボーレ』と『ヨファ』がいる場合、このユニットの戦闘力は＋２０され、このユニットに<弓>と射程２が追加され、このユニットは『飛行特効』を得る。,,,,,,,70,10,1,最上級職,白銀騎将,今が好機だ、仕掛けよう。トライアングルアターック！,まよ
B14-084,N,B14,穏やかな努力家,オスカー,1,,メダリオン,,男,槍,獣馬,,,,評判の料理,,,,【手札を１枚退避エリアに置く】他の<メダリオン>の味方を１体選ぶ。ターン終了まで、その味方の戦闘力は＋２０される。,,,,攻撃の紋章,,戦闘終了まで、攻撃ユニットの戦闘力は＋２０される。,,40,10,1,下級職,ランスナイト,料理はひさしぶりにやるから、腕が鈍ってないといいけど。,壬生田晃宏
B14-085,HN,B14,猛き剛腕の勇士,ボーレ,4,3,メダリオン,,男,斧,,,,,「家族」を守る戦斧,三弓のトライアングルアタック,,,【<メダリオン>の絆カードを１枚裏向きにする】ターン終了まで、このユニットが攻撃で破壊するオーブは２つになる。,自分のターン中、味方に『オスカー』と『ヨファ』がいる場合、このユニットの戦闘力は＋２０され、このユニットに<弓>と射程２が追加され、このユニットは『飛行特効』を得る。,,,,,,,70,10,1,上級職,勇士,おし、いけるぜ！　トライアングルアターック！,まよ
B14-086,N,B14,対戦相手を探す戦士,ボーレ,1,,メダリオン,,男,斧,,,,,積み重ねた訓練,,,,このユニットの戦闘力は＋３０される。（はこのユニットの重ねられたカードの合計が２枚以上の場合に有効になる）,,,,攻撃の紋章,,戦闘終了まで、攻撃ユニットの戦闘力は＋２０される。,,30,10,1,下級職,戦士,さあ、どっからでもいいぜ、かかってこい！,まっつん！
B14-087,HN,B14,若葉の狙撃手,ヨファ,4,3,メダリオン,,男,弓,,,,,直伝の狙撃術,三弓のトライアングルアタック,飛行特効,,【】ターン終了まで、このユニットの攻撃は主人公以外の敵に神速回避されない。,自分のターン中、味方に『オスカー』と『ボーレ』がいる場合、このユニットの戦闘力は＋２０される。,このユニットが<飛行>を攻撃している場合、このユニットの戦闘力は＋３０される。,,,,,,60,20,2,上級職,狙撃手,今なら……！　トライアングルアターック！,まよ
B14-088,N,B14,戦える日を目指して,ヨファ,1,,メダリオン,,男,弓,,,,,秘密の弓修行,飛行特効,,,自分のターン中、このユニットの戦闘力は＋２０される。（はこのユニットの重ねられたカードの合計が２枚以上の場合に有効になる）,このユニットが<飛行>を攻撃している場合、このユニットの戦闘力は＋３０される。,,,必中の紋章,,戦闘終了まで、主人公以外の防御ユニットは神速回避できない。,,30,20,2,下級職,アーチャー,弓をいつの間に覚えたのかって…？えっと……ないしょ！,しまどりる
B14-089,HN,B14,穏やかなる聖人,キルロイ,3,2,メダリオン,,男,魔法,,,,,傭兵団の司祭,,,,"【,】自分の退避エリアから自分の主人公と同じユニット名のカードを２枚選ぶ。そうしたなら、その中から１枚選び、手札に加え、残りを自分の主人公の下に重ねて成長させる。（成長したユニットはレベルアップしているユニットとして扱う。を持つ場合はを使用できる）",,,,,,,,50,20,1-2,上級職,司祭,僕はずっと、あこがれていたんですよ。きっといつか、傭兵になってみせるって。,小森ニコ
B14-090,N,B14,争いを好まぬ神官,キルロイ,1,,メダリオン,,男,杖,,,,,ライブ,,,,"【,】自分の退避エリアから『キルロイ』以外のカードを１枚選び、手札に加える。",,,,祈りの紋章,,戦闘終了まで、攻撃ユニットは必殺攻撃できない。,,30,20,,下級職,神官,怪我をしている人はいませんか？僕の杖が…お役に立ちます。,小森ニコ
B14-091,R,B14,神懸かりの一射,シノン,4,3,メダリオン,,男,弓,,,,,達人の風読み,眉間を射貫く腕前,飛行特効,,自分の主人公が<メダリオン>の場合、このユニットは射程に関係なく後衛の敵を攻撃することができる。,【手札の<弓>を１枚退避エリアに置く】このユニットの攻撃が主人公以外の敵に神速回避された時、コストを支払うなら、その敵を撃破する。,このユニットが<飛行>を攻撃している場合、このユニットの戦闘力は＋３０される。,,,,,,60,20,2,上級職,スナイパー,次に勝負して、オレが勝ったら、団長の座はもらうぜ？,たかや友英
B14-092,N,B14,憎まれ口の弓兵,シノン,1,,メダリオン,,男,弓,,,,,感謝しろよ、ガキども,飛行特効,,,【】<弓>の味方を１体選ぶ。ターン終了まで、その味方の戦闘力は＋１０され、その味方が持つは有効になる。,このユニットが<飛行>を攻撃している場合、このユニットの戦闘力は＋３０される。,,,必中の紋章,,戦闘終了まで、主人公以外の防御ユニットは神速回避できない。,,30,20,2,下級職,アーチャー,さっさと指示をだせよ。てめえの言うとおりに動いてやるから。,たかや友英
B14-093,R,B14,真実の愛を求めて,ガトリー,4,3,メダリオン,,男,槍,アーマー,,,,おれの役割は盾です！,無敵の護衛,重装の心得,,自分のターン中、<女>の味方が１体以上いる場合、このユニットの戦闘力は＋２０される。,【】自分のターン終了時、コストを支払うなら、他の<メダリオン>の味方を１体選ぶ。次の相手のターン終了まで、その味方の戦闘力は＋２０される。,このユニットが<魔法>を持たない敵に攻撃されている場合、このユニットの戦闘力は＋２０される。,,,,,,60,10,1,上級職,ジェネラル,戦い方を教えて欲しいってことは……おれに気があるんだよなあ……まいったなあ！,峯利
B14-094,N,B14,気楽な傭兵稼業,ガトリー,1,,メダリオン,,男,槍,アーマー,,,,運命の赤い糸っす！,重装の心得,,,<女>の味方が１体以上いる場合、このユニットの戦闘力は＋１０される。,このユニットが<魔法>を持たない敵に攻撃されている場合、このユニットの戦闘力は＋２０される。,,,防御の紋章,,戦闘終了まで、防御ユニットの戦闘力は＋２０される。,,30,10,1,下級職,重歩兵,ああいう美女って感じも悪くないんだけど好みとしては、もうちょい可愛いほうが、こう…,峯利
B14-095,N,B14,傭兵団の切れ者,セネリオ,2,,メダリオン,,男,魔法,,,,,的確な助言,,,,"【,】他の味方を１体選ぶ。自分の退避エリアからその味方と同じユニット名のカードを１枚選び、その味方の下に重ねて成長させる。（成長したユニットはレベルアップしているユニットとして扱う。を持つ場合はを使用できる）",,,,,,,,40,20,1-2,下級職,魔道士,…それでは報告を始めます。,岩元辰郎
